code_esp,nom_latin,type,cat_group_size,groupe,Famille,List_sp,liste_especes_potentielles,potential_sp,group_pelgas,nom_commun,nom_anglais,nom_espagnol,phylum_public,classe_public,ordre_public,famille_public,taxon_fr,family_eng,group_eng,id_public,LB_NOM_taxref,NOM_VERN_taxref,NOM_VERN_ENG_taxref,CD_NOM_taxref,APHIA_ID_taxref,REGNE_taxref,PHYLUM_taxref,CLASSE_taxref,ORDRE_taxref,FAMILLE_taxref,R_Caraibes,R_Ocean_Indien,R_Polynesie,R_Sud_Pacifique,R_France_metropole,ASI,CODE_SCANS3,CODE_Bat,CODE_Samm,CODE_OI,CODE_PF,Group_old,kind_ident,nb_bases_remmoa,ex_code_et_corrections
"PUFLHE","Puffinus lherminieri","Seabird","Small procellarid","Puffin","Procellariidae","Puffin d'Audubon",,,"plongeur","Puffin d'Audubon","Audubon's shearwater",,"Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Shearwater",7.3500000000000000e+02,"Puffinus lherminieri",,,4.4019600000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Procellariidae","Ant","epa",,"Fut",,,,,,"0",,,,2.0000000000000000e+00,"PUFAUD / antilles"
"PUFMAU","Puffinus mauretanicus","Seabird","Small procellarid","Petit puffin","Procellariidae","Puffin des Baleares",,,"plongeur","Puffin des Baleares","Mediterranean shearwater","Pardela balear","Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Small shearwater",7.3700000000000000e+02,"Puffinus mauretanicus","Puffin des Baleares","Balearic Shearwater",1.9931800000000000e+05,"445503","Animalia","Chordata","Aves","Ciconiiformes","Procellariidae",,,,,"Samm, bat","x",,,,"0",,"Petit puffin","Petit puffin",,
"PUFPAC","Puffinus pacificus","Seabird","Small procellarid","Puffin","Procellariidae","Puffin Fouquet du Pacifique",,,"plongeur","Puffin du Pacifique","Wedge-tailed shearwater",,"Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Shearwater",7.3800000000000000e+02,"Puffinus pacificus"," Puffin du Pacifique",,2.1507800000000000e+05,,"Animalia","Chordata","Aves","Ciconiiformes","Procellariidae",,"epa",,"R",,,,,,"0",,,,2.0000000000000000e+00,
"PUFPUF","Puffinus puffinus","Seabird","Small procellarid","Petit puffin","Procellariidae","Puffin des anglais",,,"plongeur","Puffin des anglais","Manx shearwater","Pardela pichoneta","Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Small shearwater",7.4000000000000000e+02,"Puffinus puffinus","Puffin des Anglais","Manx Shearwater",1.0270000000000000e+03,"137203","Animalia","Chordata","Aves","Ciconiiformes","Procellariidae",,,,,"Samm, bat, belgica","x",,,,"0",,"Petit puffin","Petit puffin",,
"PUFSPP","Puffinus spp","Seabird",,"Puffin","Procellariidae","Puffin ind.",,,"plongeur","Puffin ind. / Petit procellaride marron","Shearwater sp.","Pardela spp","Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Shearwater",7.2500000000000000e+02,,,,,,,,,,,"Guy, Ant","epa","R","R, Fut","Samm, bat, belgica","x",,,,"0",,,,2.0000000000000000e+01,
"PUFYEL","Puffinus yelkouan","Seabird","Small procellarid","Petit puffin","Procellariidae","Puffin yelkouan",,,"plongeur","Puffin yelkouan","Yelkouan shearwater","Pardelas mediterranea","Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Small shearwater",7.4400000000000000e+02,"Puffinus yelkouan","Puffin yelkouan",,1.0310000000000000e+03,"137204","Animalia","Chordata","Aves","Ciconiiformes","Procellariidae",,,,,"Samm, bat","x",,,,"0",,"Petit puffin","Petit puffin",,
"RAPSPP","Falconiformes","Land Bird",,"Rapace","Autre oiseau","Rapace ind.",,,,"Rapace ind.","Bird of prey unidentif.","Rapaz spp","Chordata","Aves","Falconiformes",,"Oiseau terrestre","Other bird","Bird of prey",2.7400000000000000e+02,,,,,,,,,,,,,,,"Samm, bat","x",,,,"0",,"rapace","rapace",,
"RAYSPP","Rajimorphii","Other Marine Wildlife",,"Raie","Elasmobranche","Raie ind.",,,,"Raie ind.","Ray sp",,"Chordata","Elasmobranchii","Rajiformes",,"Autre faune marine","Elasmobranch","Ray",7.5700000000000000e+02,,,,,,,,,,,"Guy, Ant","R","R","R","Samm","x",,,"RAISPP","RAYSPP",,"Fish","Fish",2.0000000000000000e+01,"POISPP / ayant raie en commentaire / antilles ou RAISPP / Samm"
"REGIGN","Regulus ignicapilla","Land Bird",,"Passereau","Autre oiseau","Roitelet triple bandeau",,,,"Roitelet triple bandeau","Common Firecrest","Reyezuelo","Chordata","Aves","Passeriformes","Regulidae","Oiseau terrestre","Other bird","Passerine",7.6100000000000000e+02,"Regulus ignicapilla","Roitelet a  triple bandeau",,4.3140000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Regulidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"REGREG","Regulus regulus","Land Bird",,"Passereau","Autre oiseau","Roitelet huppe",,,,"Roitelet huppe","Goldcrest","Reyezuelo sencillo","Chordata","Aves","Passeriformes","Regulidae","Oiseau terrestre","Other bird","Passerine",7.6200000000000000e+02,"Regulus regulus"," Roitelet huppe","Goldcrest",4.3080000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Regulidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"RESCUB","Search And Rescue vessel","Human activity",,"Etat","Ship","Bateau de secours",,,,"Bateau de secours","Search And Rescue vessel","Barco de Rescate","X",,,,"Activite humaine","Ship","Administrative vessel",,,,,,,,,,,,,,,,"Bat","x",,,,"0",,"Ship","Ship",,"BATSAR / bat"
"RESEBO","Research vessel (science)","Human activity",,"Service","Ship","Navire scientifique",,,,"Navire scientifique","Research vessel (science)","Navio oceanografico","X",,,,"Activite humaine","Ship","Service",,,,,,,,,,,,,,,,"Bat","x",,,,"0",,"Ship","Ship",,"BATSCI / bat"
"RHITYP","Rhincodon typus","Other Marine Wildlife",,"Requin","Elasmobranche","Requin baleine",,,,"Requin baleine","Whale shark",,"Chordata","Elasmobranchii","Orectolobiformes","Rhincodontidae","Autre faune marine","Elasmobranch","Shark",7.6500000000000000e+02,"Rhincodon typus",,,3.8027000000000000e+05,"105847","Animalia","Chordata","Elasmobranchii","Orectolobiformes","Rhincodontidae",,"R","R","R",,,,,,"RHITYP",,"Fish","Fish",2.0000000000000000e+01,
"RIPRIP","Riparia riparia","Land Bird",,"Hirondelle","Autre oiseau","Hirondelle de rivage",,,,"Hirondelle de rivage","Sand Martin","Hirundo","Chordata","Aves","Passeriformes","Hirundinidae","Oiseau terrestre","Other bird","Swallow",7.6700000000000000e+02,"Riparia riparia"," Hirondelle de rivage","Sand Martin",3.6880000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae",,,,,"bat",,,,,"0",,"Hirondelle","Hirondelle",,
"RISTRI","Rissa tridactyla","Seabird","Small gull","Mouette","Laridae","Mouette tridactyle",,,"surface","Mouette tridactyle","Kittiwake gull","Gabiota tridactila","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",7.6900000000000000e+02,"Rissa tridactyla","Mouette tridactyle","Black-legged Kittiwake",3.3180000000000000e+03,"137156","Animalia","Chordata","Aves","Charadriiformes","Laridae",,,,,"Samm, bat, belgica, atlancet","x",,,,"0",,"Mouette tridactyle","Mouette tridactyle",,
"RUBBTR","Rubber trash","Human activity",,"Dechet","Trash","Dechet caoutchouc",,,,"Dechet caoutchouc","Rubber trash","Basura goma","X",,,,"Activite humaine","Trash","Other trash",,,,,,,,,,,,,"epa",,"Fut","Bat, belgica","x","DEBR","DECPLA ",,"0",,"Trash","Trash",,"DECPLA / bat"
"SAILBO","Sailing boat","Human activity",,"Plaisance","Ship","Bateau de plaisance a voile",,,,"Bateau de plaisance a voile","Sailing boat","Barco vela","X",,,,"Activite humaine","Ship","Recreational boating",,,,,,,,,,,,"Ant","R","R","R, Fut","Samm, bat, belgica, atlancet","x",,,,"SAILBO",,"Ship","Ship",,"BATVOI / Samm"
"SAXTOR","Saxicola torquata","Land Bird",,"Passereau","Autre oiseau","Tarier patre",,,,"Tarier patre","European Stonechat","Tarabilla comun","Chordata","Aves","Passeriformes","Saxicolidae","Oiseau terrestre","Other bird","Passerine",7.7200000000000000e+02,"Saxicola torquata"," Tarier patre",,4.0530000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Saxicolidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"SEINBO","Seiner","Human activity",,"Peche","Ship","Bateau senneur, bolincheur",,,,"Bateau senneur, bolincheur","Seiner","Barco boliche, cerqueros","X",,,,"Activite humaine","Ship","Fishing activity",,,,,,,,,,,,,,,,"Samm, bat","x","FIBO",,,"0",,"Ship","Ship",,"BATBOL / Bat ou BATSEN / Samm"
"SERSER","Serinus serinus","Land Bird",,"Passereau","Autre oiseau","Serin cini",,,,"Serin cini","European Serin","Verdecillo","Chordata","Aves","Passeriformes","Fringillidae","Oiseau terrestre","Other bird","Passerine",7.7700000000000000e+02,"Serinus serinus"," Serin cini","European Serin",4.5710000000000000e+03,,"Animalia","Chordata","Aves","Passeriformes","Fringillidae",,,,,"bat",,,,,"0",,"passereau","passereau",,
"SERVBO","Service boat","Human activity",,"Service","Ship","Bateau de maintenance",,,,"Bateau de maintenance","service boat for wind farm",,"X",,,,"Activite humaine","Ship","Service",,,,,,,,,,,,,,,,"bat","x",,,,,,"Ship","Ship",,
"SHARK","Selachimorpha","Other Marine Wildlife",,"Requin","Elasmobranche","Requin ind.",,,,"Requin ind.","Shark sp","Tiburon spp","Chordata","Elasmobranchii",,,"Autre faune marine","Elasmobranch","Shark",9.5900000000000000e+02,,,,,,,,,,,"Guy, Ant","R","R","R, Fut","Samm, bat, belgica, romer, atlancet","x","SHARK",,,"SHARK",,"Fish","Fish",2.0000000000000000e+01,"Reqspp / Samm ou Squale / bat"
"SKBO","Gill-netter SK boat","Human activity",,"Peche","Ship","Bateau fileyeur SK",,,,"Bateau fileyeur SK","Gill-netter SK boat",,"X",,,,"Activite humaine","Ship","Fishing activity",,,,,,,,,,,,"Guy",,,,,,,,,,,"Ship","Ship",,
"SLICKS","Slick fields","Other",,"Hydrologic parameters","Other","Nappe de convergence",,,,"Nappe de convergence","Slick fields","Capa de convergencia","X",,,,"Autre","Other","Hydrologic parameters",,,,,,,,,,,,,,,,,,,,,,,,,,
"SMACET","Small Cetacea","Marine mammal","Small cetacean","Cetace ind.","Cetacea","Petit cetace ind.",,,,"Petit cetace ind.","Small Cetacea ","Delfin / marsopa / Cachalote pigmeo","Chordata","Mammalia","Cetartiodactyla",,"Mammifere marin","Cetacea","Cetacean unidentif.",9.5400000000000000e+02,,,,,,,,,,,,"R","R","R","Samm, bat, atlancet","x","SW",,,"SMACET",,"Cetace indetermine","Cetace indetermine",2.0000000000000000e+01,
"SMADEL","Small delphininae","Marine mammal","Small cetacean","Petit delphinine","Delphininae","Petit delphinine ind.","Dauphin a  long bec / tachete pantropical / tachete de l'Atlantique / bleu et blanc / clymene / commun / du Cap / Sotalie","Stenella longirostris / S. frontalis / S. attenuata / S. coeruleoalba / S. clymene / Delphinus delphis / D. capensis / Sotalia guianensis",,"Petit delphinine ind.","Small delphininae","Pequenito Delfin spp","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Small Delphininae",7.9700000000000000e+02,,,,,,,,,,,"Guy, Ant","R","R","R","bat","x","DESP",,,"SMADEL",,"Petit delphinine","Petit delphinine",2.0000000000000000e+01,"* DELSPP / ayant """"stenelle"""" en commentaire / antilles"
"SMAFIS","Osteichiens","Other Marine Wildlife",,"Petit poisson","Poisson","Petit poisson ind.",,,,"Petit poisson ind.","Small Fish sp","Pez spp","Chordata","Actinopterygii",,,"Autre faune marine","Fish","Small fish",,,,,,,,,,,,,,,"R",,"x","FISH",,,"0",,"Fish","Fish",,"POISPP / eparses, bat"
"SMAGRE","Podiceps auritus / nigricollis","Coastal Bird",,"Grebe","Podicipitidae","Petit grebe ind.","Grebe esclavon / a  cou noir","Podiceps auritus / P. nigricollis",,"Petit grebe ind.","Small grebe",,"Chordata","Aves","Podicipediformes","Podicipididae","Oiseau cotier","Podicipitidae","Grebe",,,,,,,,,,,,,,,,"Samm","x",,,,"0",,"Grebe","Grebe",,"PETGRE / Samm"
"SMAGUL","Larus sp","Seabird","Small gull","Mouette","Laridae","Mouette ind.","Mouette rieuse / melanocephale / pygmee / de Sabine / Goeland railleur","Larus ridibundus / L. melanocephalus /  L. minutus / L. sabini / L. genei","surface","Mouette ind.","Small gull sp","Pequenita gaviota spp","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Laridae","Small gull",3.9600000000000000e+02,,,,,,,,,,,,,,,"Samm, bat, atlancet","x",,,,"0",,"Mouette","Mouette",,"MOUSPP / Samm"
"SMALTR","Trash (plastic, wood, oil)","Human activity",,"Dechet","Trash","Micro dechet",,,,"Micro dechet","Macro litter","micro residuos","X",,,,"Activite humaine","Trash","Other trash",,,,,,,,,,,,,,,,"Bat, belgica",,,"DECDEB ou MICDEC",,"0","0","Trash","Trash",,"DECDEB / bat ou MICDEC/ bat"
"SMASHE","Puffinus yelkouan / puffinus / mauretanicus","Seabird","Small procellarid","Petit puffin","Procellariidae","Petit puffin ind.","Puffin de Mediterranee / des anglais / des Baleares","Puffinus yelkouan / P. puffinus / P. mauretanicus","plongeur","Petit Puffin ind.","Small shearwater sp.",,"Chordata","Aves","Ciconiiformes","Procellariidae","Oiseau marin","Procellariidae","Small shearwater",,,,,,,,,,,,,,,,"Samm, atlancet","x",,,,"0",,"Petit puffin","Petit puffin",,"PETPUF / Samm, atlancet"
"SMATER","Sterna","Seabird",,"Sterne grise","Sternidae","Petite sterne ind.",,,,"Petite sterne ind.","Small tern unidentif.",,,,,,"Oiseau marin","Sternidae","Grey tern",,,,,,,,,,,,,,,,,"x",,,,,,,,,
"SOMMOL","Somateria mollissima","Coastal Bird",,"Canard","Anatidae","Eider a duvet",,,,"Eider a duvet","Eider duck","Eider comun","Chordata","Aves","Anseriformes","Anatidae","Oiseau cotier","Anatidae","Duck",7.8000000000000000e+02,"Somateria mollissima","Eider a  duvet","Common Eider",2.0050000000000000e+03,"137074","Animalia","Chordata","Aves","Anseriformes","Anatidae",,,,,"Samm, bat",,,,,"0",,"Grand canard","Grand canard",,
"SOTGUI","Sotalia guianensis","Marine mammal","Small cetacean","Petit delphinine","Delphininae","Sotalie",,,,"Dauphin de Guyane","Tucuxi",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Small Delphininae",7.8200000000000000e+02,"Sotalia guianensis","Costero, sotalie de Guyane, dauphin de Guyane ",,5.2160600000000000e+05,,"Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Guy",,,,,,,,,"0",,"Petit delphinine","Petit delphinine",1.0000000000000000e+00,
"SOUCHI","Sousa chinensis","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Dauphin a bosse du Pacifique",,,,"Dauphin a bosse","Indo-Pacific hump-backed dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Large Delphininae",7.8400000000000000e+02,"Sousa chinensis","Dauphin a bosse de l'Indo-Pacifique",,5.3544200000000000e+05,,"Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,"R",,,,"x",,,,"SOUCHI","0","Grand delphinine","Grand delphinine",2.0000000000000000e+00,
"SPHSPP","Sphyrna spp","Other Marine Wildlife",,"Requin","Elasmobranche","Requin marteau",,,,"Requin marteau ind.","Hammerhead shark",,"Chordata","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Autre faune marine","Elasmobranch","Shark",7.8800000000000000e+02,,,,,,,,,,,"Guy, Ant","R","R","R",,"x",,,,"SPHSPP",,"Fish","Fish",2.0000000000000000e+01,"* REQSPP / ayant """"requin marteau"""" en commentaire / antilles"
"STEALB","Sterna albifrons","Seabird","Small tern","Sterne grise","Sternidae","Sterne naine",,,"surface","Sterne naine","Little Tern","Charrancito","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",8.2000000000000000e+02,"Sterna albifrons",,,3.3500000000000000e+03,"137157","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,,,,"Samm, bat",,,,,"0",,"Sterne grise","Sterne grise",,
"STEANA","Sterna anaethetus","Seabird","Brown tern","Sterne brune","Sternidae","Sterne bridee",,,"surface","Sterne bridee","Bridled Tern",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Brown tern",,"Sterna anaethetus","Sterne bridee",,3.3580000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Sternidae",,"epa",,"Fut",,,,,,"0",,"Sterne brune","Sterne brune",,
"STEARC","Sterna paradisaea","Seabird","Medium tern","Sterne grise","Sternidae","Sterne arctique",,,"surface","Sterne arctique","Artic tern","Charran artico","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",8.4300000000000000e+02,"Sterna paradisaea","Sterne arctique","Arctic Tern",3.3450000000000000e+03,"137165","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,,,,"bat",,,,,"0",,"Sterne grise","Sterne grise",,
"STEATT","Stenella attenuata","Marine mammal","Small cetacean","Petit delphinine","Delphininae","Dauphin tachete tropical",,,,"Dauphin tachete pantropical","Pantropical spotted dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Small Delphininae",7.9100000000000000e+02,"Stenella attenuata","Dauphin tachete pantropical","Pantropical spotted dolphin, tuyiin",6.0914000000000000e+04,"137105","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Ant","R","R","R",,,,,,"STEATT",,"Petit delphinine","Petit delphinine",2.0000000000000000e+01,
"STEBEN","Sterna bengalensis","Seabird","Medium tern","Sterne grise","Sternidae","Sterne voyageuse",,,"surface","Sterne voyageuse","Lesser crested tern",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",,"Sterna bengalensis","Sterne voyageuse",,3.3590000000000000e+03,,"Animalia","Chordata","Aves","Charadriiformes","Sternidae",,"epa",,,,"x",,,,"0",,"Sterne grise","Sterne grise",,
"STEBRE","Steno bredanensis","Marine mammal","Small cetacean","Grand delphinine","Delphininae","Steno",,,,"Steno","Rough-toothed dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Large Delphininae",8.0100000000000000e+02,"Steno bredanensis","Steno, Dauphin a bec etroit","Rough-toothed Dolphin",6.0924000000000000e+04,"137110","Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,"M","R","R",,"x",,,,"0",,"Grand delphinine","Grand delphinine",2.0000000000000000e+01,
"STECAS","Sterna caspia","Seabird","Large tern","Sterne grise","Sternidae","Sterne caspienne",,,"surface","Sterne caspienne","Caspian tern",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",,"Sterna caspia",,,3.3380000000000000e+03,"137159","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,,,,,,,,,"0",,"Sterne grise","Sterne grise",,
"STECLY","Stenella clymene","Marine mammal","Small cetacean","Petit delphinine","Delphininae","Dauphin clymene",,,,"Dauphin clymene","Clymene dolphin (Short-snouted spinner dolphin)",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Small Delphininae",7.9200000000000000e+02,"Stenella clymene","Dauphin clymene",,6.0917000000000000e+04,"137106","Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,,,,,,,,,"0",,"Petit delphinine","Petit delphinine",1.0000000000000000e+00,
"STECOE","Stenella coeruleoalba","Marine mammal","Small cetacean","Petit delphinine","Delphininae","Dauphin bleu et blanc",,,,"Dauphin bleu et blanc","Striped dolphin","Delfin listado","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Small Delphininae",7.9300000000000000e+02,"Stenella coeruleoalba","Dauphin bleu et blanc","Striped Dolphin",6.0918000000000000e+04,"137107","Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,"epa",,,"Samm, bat, sercel, belgica, romer, atlancet","x","SCOE",,,"0",,"Petit delphinine","Petit delphinine",2.0000000000000000e+01,
"STEDEL","Stenella coeruleoalba / Delphinus delphis","Marine mammal","Small cetacean","Petit delphinine","Delphininae","Dauphin bleu et blanc / commun","Dauphin bleu et blanc / commun","Stenella coeruleoalba / Delphinus delphis",,"Dauphin bleu et blanc / commun","Striped dolphin / Common dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Small Delphininae",,,,,,,,,,,,,,,,"Samm, romer, atlancet","x","DDSC",,,"0",,"Petit delphinine","Petit delphinine",,
"STEDOU","Sterna dougallii","Seabird","Medium tern","Sterne grise","Sternidae","Sterne de Dougall",,,"surface","Sterne de Dougall","Roseate Tern","Charran Rosado","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",8.3000000000000000e+02,"Sterna dougallii","Sterne de Dougall","Roseate Tern",3.3640000000000000e+03,"137160","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,"epa",,,"bat",,,,,"0",,"Sterne grise","Sterne grise",,
"STEDUS","Stercorarius longicaudus","Seabird",,"Petit labbe","Stercorariidae","Labbe a longue queue",,,"surface","Labbe a longue queue","Long-tailed Skua","Pagalo rabero","Chordata","Aves","Charadriiformes","Stercorariidae","Oiseau marin","Stercorariidae","Small skua",8.0700000000000000e+02,"Stercorarius longicaudus","Labbe a longue queue","Long-tailed Skua, Long-tailed Jaeger",3.2610000000000000e+03,"137171","Animalia","Chordata","Aves","Charadriiformes","Stercorariidae",,"epa",,,"bat",,,,,"0",,"Petit labbe","Petit labbe",,"STELON / epa, bat"
"STEFRO","Stenella frontalis","Marine mammal","Small cetacean","Petit delphinine","Delphininae","Dauphin tachete de l'Atlantique",,,,"Dauphin tachete de l'Atlantique","Atlantic spotted dolphin",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Small Delphininae",7.9800000000000000e+02,"Stenella frontalis","Dauphin tachete de l'Atlantique","Atlantic spotted dolphin, tuyiin",6.0921000000000000e+04,"137108","Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,,,,,,,,,"0",,"Petit delphinine","Petit delphinine",1.0000000000000000e+00,
"STEFUS","Sterna fuscata","Seabird","Brown tern","Sterne brune","Sternidae","Sterne fuligineuse",,,"surface","Sterne fuligineuse","Sooty Tern",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Brown tern",,"Sterna fuscata","Sterne fuligineuse",,3.3480000000000000e+03,"137161","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,"epa",,"Fut",,"x",,,,"0",,"Sterne brune","Sterne brune",,
"STEHIR","Sterna hirundo","Seabird","Medium tern","Sterne grise","Sternidae","Sterne pierregarin",,,"surface","Sterne pierregarin","Common Tern","Charran comun","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",8.3800000000000000e+02,"Sterna hirundo","Sterne pierregarin","Common Tern",3.3430000000000000e+03,"137162","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,"epa",,,"bat, belgica","x",,,,"0",,"Sterne grise","Sterne grise",,
"STELON","Stenella longirostris","Marine mammal","Small cetacean","Petit delphinine","Delphininae","Dauphin a long bec",,,,"Dauphin a long bec","Spinner dolphin (Long-snouter spinner dolphin)",,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Mammifere marin","Delphininae","Small Delphininae",7.9900000000000000e+02,"Stenella longirostris","Dauphin a long bec ","Spinner Dolphin",6.0916000000000000e+04,"137109","Animalia","Chordata","Mammalia","Cetacea","Delphinidae",,"R","R","R",,,,,,"STELON",,"Petit delphinine","Petit delphinine",2.0000000000000000e+01,"x labbe / bat (differont de stelon)"
"STEMAX","Sterna maxima","Seabird","Medium tern","Sterne grise","Sternidae","Sterne royale",,,"surface","Sterne royale","Royal Tern",,"Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",,"Sterna maxima"," Sterne royale","Royal Tern",1.9937600000000000e+05,,"Animalia","Chordata","Aves","Charadriiformes","Sternidae","Ant",,,,,,,,,"0",,"Sterne grise","Sterne grise",,"STEROY / Antilles"
"STENIL","Sterna nilotica","Seabird","Medium tern","Sterne grise","Sternidae","Sterne hansel",,,"surface","Sterne hansel","Gull-billed tern","Pagaza piconegra","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",8.4200000000000000e+02,"Sterna nilotica",,,3.3340000000000000e+03,"137164","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,,,,"bat",,,,,"0",,"Sterne grise","Sterne grise",,
"STEPAR","Stercorarius parasiticus","Seabird",,"Petit labbe","Stercorariidae","Labbe parasite",,,"surface","Labbe parasite","Parasitic jaeger","Pagalo parasito","Chordata","Aves","Charadriiformes","Stercorariidae","Oiseau marin","Stercorariidae","Small skua",,"Stercorarius parasiticus","Labbe parasite","Arctic Skua, Parasitic Jaeger",3.2580000000000000e+03,"137172","Animalia","Chordata","Aves","Charadriiformes","Stercorariidae",,,,,"bat",,,,,"0",,"Petit labbe","Petit labbe",,"x different de STEARC"
"STEPOM","Stercorarius pomarinus","Seabird",,"Petit labbe","Stercorariidae","Labbe pomarin",,,"surface","Labbe pomarin","Pomarine skua","Pagalo pomarino","Chordata","Aves","Charadriiformes","Stercorariidae","Oiseau marin","Stercorariidae","Small skua",8.1300000000000000e+02,"Stercorarius pomarinus","Labbe pomarin","Pomarine Skua",3.2550000000000000e+03,"137173","Animalia","Chordata","Aves","Charadriiformes","Stercorariidae",,,,,"bat",,,,,"0",,"Petit labbe","Petit labbe",,
"STERCO","Stercorarius spp","Seabird",,"Petit labbe","Stercorariidae","Labbe ind.",,"Petit labbe","surface","Labbe ind.","Jaeger sp.",,"Chordata","Aves","Charadriiformes","Stercorariidae","Oiseau marin","Stercorariidae","Small skua",8.0300000000000000e+02,,,,,,,,,,,"Ant",,,,"Samm, bat","x",,,,,,"Petit labbe","Petit labbe",2.0000000000000000e+01,"OISSPP / ayant labbe en commentaire / antilles ou OISSPP / ayant labbe en commentaire / Samm ou LABSPP / bat ou PETLAB / Samm, bat"
"STESAN","Sterna sandvicensis","Seabird","Large tern","Sterne grise","Sternidae","Sterne caugek",,,"surface","Sterne caugek","Sandwich Tern","Charran patinegro","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Grey tern",8.4600000000000000e+02,"Sterna sandvicensis","Sterne caugek","Sandwich Tern",3.3420000000000000e+03,"137166","Animalia","Chordata","Aves","Charadriiformes","Sternidae",,,,,"Samm, bat, belgica","x",,,,"0",,"Sterne grise","Sterne grise",,
"STESPP","Sterna spp","Seabird",,"Sterne","Sternidae","Sterne ind.",,,"surface","Sterne ind.","Tern sp.","Charran spp","Chordata","Aves","Charadriiformes","Laridae","Oiseau marin","Sternidae","Tern unidentif.",8.1800000000000000e+02,,,,,,,,,,,,"epa",,"Fut","Samm, bat","x",,,,"0",,"Sterne","Sterne",1.9000000000000000e+01,
"STRDEC","Streptopelia decaocto","Land Bird",,"Tourterelle","Autre oiseau","Tourterelle turque",,,,"Tourterelle turque","Eurasian Collared Dove","Tortola turca","Chordata","Aves","Columbiformes","Columbidae","Oiseau terrestre","Other bird","Dove",8.5600000000000000e+02,"Streptopelia decaocto"," Tourterelle turque","Eurasian Collared Dove",3.4290000000000000e+03,,"Animalia","Chordata","Aves","Columbiformes","Columbidae",,,,,"bat, belgica",,,,,"0",,"tourterelle","tourterelle",,
